run_id,baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_fast_path_used,ff_fast_path_latency_s,ff_fast_path_input_tokens,ff_fast_path_output_tokens,ff_fast_path_cost_usd,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,typed_exec_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,typed_exec_latency_ms,agent_latency_ms
2,REACT_ONLY,13,1.0,llm_judge_score,9.349814891815186,0.00113958,1325,232,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,REACT_ONLY,14,1.0,llm_judge_score,8.313415050506592,0.00093288,1325,179,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,REACT_ONLY,15,1.0,llm_judge_score,8.961416959762573,0.0010452,1329,207,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,REACT_ONLY,16,1.0,llm_judge_score,9.21644902229309,0.00222378,1326,305,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,1,1.0,llm_judge_score,5.987135171890259,0.000310752,1275,9,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,2,1.0,llm_judge_score,5.891263008117676,0.000310752,1275,9,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,3,1.0,llm_judge_score,6.299580097198486,0.00033384,1282,34,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,4,1.0,llm_judge_score,5.990396976470947,0.00028236,1281,21,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,5,1.0,llm_judge_score,6.1016459465026855,0.00121602,1289,54,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,6,1.0,llm_judge_score,7.059438943862915,0.00056394,1292,91,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,7,1.0,llm_judge_score,7.011575222015381,0.00065598,1290,115,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,8,1.0,llm_judge_score,7.778451919555664,0.00033228,1285,33,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,9,1.0,guardrail_skip_expected_rejection,1.8673861026763916,0.000355212,1277,20,False,True,N/A,react_agent,react_reject,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,10,1.0,guardrail_skip_expected_rejection,1.4240360260009766,0.000358332,1276,21,False,True,N/A,react_agent,react_reject,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,11,1.0,guardrail_skip_expected_rejection,1.5533812046051025,0.000391872,1274,30,False,True,N/A,react_agent,react_reject,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,12,1.0,guardrail_skip_expected_rejection,1.6285781860351562,0.000400452,1280,31,False,True,N/A,react_agent,react_reject,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,13,1.0,llm_judge_score,9.158395290374756,0.00114738,1325,234,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,14,1.0,llm_judge_score,9.446506023406982,0.00138918,1325,296,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,15,1.0,llm_judge_score,10.384033203125,0.0013767,1329,292,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,16,1.0,llm_judge_score,8.176517009735107,0.00102726,1326,203,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
